text,id,time,labels,label_2,label_3,label
bot He received enough of vaccine that he likely sufficient immunity . My point is that it is not irrational or anti - science to have about . There is beginning to be a mob mentality against anyone who such . I wish we could all talk rationally .,1094328234827747328,2019-02-09 20:12:37+00:00,none,,,5
Anti - vaccine support long before Trump and will be there long after he is gone until the forward and a real neurological disorder and seizure risk from and a effort to resolve that risk . Its a very real concern,1096368628386000898,2019-02-15 11:20:25+00:00,side-effect,,,10
Which claim are you suggesting is unsubstantiated ? Any search on vaccine risk or severe reaction a plethora of background . Those in power would call it anecdotal because science ’ t stepped up and on this very real issue . Personal experience !!,1096398669589479424,2019-02-15 13:19:47+00:00,side-effect,,,10
Interesting that is siding with the mandatory vaccine camp to hinder access to information even though there is misrepresentation on and by both .,1096498391935320065,2019-02-15 19:56:03+00:00,mandatory,,,4
"Non sequitur ... I ’ had measles , I ’ had family with polio , I ’ seen the reproducible direct adverse side effect of vaccination . For some unlucky people vaccination becomes a death sentence . That is an undeniable fact that is being hidden by half and rhetoric .",1096593271772639233,2019-02-16 02:13:04+00:00,side-effect,,,10
"Thank you . I grew up with a girl who was permanently disabled from a vaccine . For my 1st , I . First = totally dismissive . Harm often on second shot , so I again ( different doc ). She said "" are 1 / million but if your child is that one . . ."" Better .",1097179712156241921,2019-02-17 17:03:22+00:00,side-effect,,,10
Maybe look at why so many people are getting measles . Could it be the efficacy of the vaccine ? Could there be a financial incentive for the to ensure all people are with little or no independent research on the effects ?,1101645704856928256,2019-03-02 00:49:38+00:00,rushed,,,9
"I like your attitude , since most occur among the . Those that are not have natural immunity .",1101646247037874181,2019-03-02 00:51:47+00:00,side-effect,,,10
"kell to shift attention to genetic is unethical . Vaccine safety not been adequately . Also , use of a surgical clamp on the umbilical cord immediately after birth is clearly wrong . The cord cannot be unclamped to restore postnatal placental respiration .",1102201170855161858,2019-03-03 13:36:51+00:00,rushed,side-effect,,9
"People have a right about what goes in their . Vaccine A , B ,& ; C individually may be perfectly safe . But since they ' re made by different little reliable data is shown on side effects of them . People have a right to better data , intellectually honest debate .",1102353898335985665,2019-03-03 23:43:44+00:00,side-effect,,,10
"Acumen There is a lot of data that to lack of sun exposure or vitamin D as driving flu risk . Also , some have the vaccine does little or nothing , it ' s compliance effect , or it ' s somehow protective against being hit by a car , .",1102923950865014785,2019-03-05 13:28:55+00:00,ineffective,,,2
Back in the 1970s my 2 son ' s got in . Glad they got it over with then . My 3rd son won an award at 1st grade graduation for not missing a single day of school in first grade ! Vaccine frenzy is stupid .,1108064767023943680,2019-03-19 17:56:41+00:00,unnecessary,,,11
The ugly truth is that are loaded with toxic . This been proven by whistle at the and of course the one out of five that are perfectly normal until taking the vaccine and then they develop neurological .,1108982234156093441,2019-03-22 06:42:23+00:00,side-effect,ingredients,,10
you ’ t mention that now 1 out of 5 healthy all of a sudden neurological after getting the ! you ’ t mention how people getting the flu vaccine get the flu and you ’ t mention how my sister in law who had the shingles vaccine got shingles,1109125515347017728,2019-03-22 16:11:44+00:00,side-effect,,,10
"I am indeed saying that , and there ' s been many many where this been bore out . Majority of your stem from people , not the opposite .",1110614623315783680,2019-03-26 18:48:55+00:00,ineffective,,,2
"Social responsibility must include fear of vaccination & ; other parental . The "" science "" not proven in any way that don ' t affect the brain , especially when other are also involved . Fear of medical "" science "" is warranted for all of .",1111939312944377857,2019-03-30 10:32:45+00:00,side-effect,,,10
"Early 80 ' s I used to take my son on business & ; he many day - care . New York mumps vaccine , but my son had already had mumps , so our pediatrician wrote a note , which thankfully . Glad my the insane vaccine .",1112319247169003520,2019-03-31 11:42:29+00:00,mandatory,,,4
"kell My pertussis vaccine wore off & ; in 2004 I was one of many who came down with a horrific case of whooping cough . & ; other medical are on us long before adverse effects are studied . Birth control , another example , linked to breast cancer epidemic .",1117759079156527105,2019-04-15 11:58:26+00:00,rushed,,,9
be wanting little to get as soon as they come out the womb . So they ’ re body use to fighting the infection . Though don ’ t have an immune system to begin with till like 2 old . You tell that and they just are at you with a blank 😶,1119656764763455489,2019-04-20 17:39:09+00:00,none,,,5
Supposedly polio and small pox . Then your guy Bill goes to and a vaccine foundation . In the next month there ’ s a polio breakout . All I ’ m saying it ’ s not irrational to question when the everything with for a better profit,1119684273571864576,2019-04-20 19:28:28+00:00,pharma,,,6
please please speak with re 🙏🙏🙏 Don ’ t take our constitutional away to choose whether to be or not . It ’ s not the or the job to force us into taking poison into our .,1122216014698074112,2019-04-27 19:08:42+00:00,mandatory,side-effect,,4
Vaccine - injured Child used to Push Vaccine Agenda,1122531676876181507,2019-04-28 16:03:02+00:00,side-effect,political,,10
"Thats kind of my point . The fact that if you simply search for information by ‘ ’ into for example , it a lot of pro - vaccine but about anti - vaccine . That ’ s censorship . Not good .",1125355893959405568,2019-05-06 11:05:27+00:00,none,,,5
"The vaccine is dangerous and unproven . Teens have from it . My daughter got sick after just one dose , and that was it for us .",1126831787416662016,2019-05-10 12:50:08+00:00,side-effect,rushed,,10
"Kim , my 1st 2 the horrific vaccine schedule , but both had difficult & ; of the umbilical cord before breathing was established . Too many "" modern "" medical are wrong , and not based on scientific understanding .",1132447696684507137,2019-05-26 00:45:45+00:00,pharma,,,6
"Seth V Yeah , it was terrible . I watched her shrivel to skin and bone and get weak for 3 . The thing is she was given a live vaccine for it ' t know she was ill with liver disease at the time . Was treating her for congestive heart but was liver . ' t realize til later .",1137718983057190912,2019-06-09 13:51:58+00:00,side-effect,,,10
Yes . I once in a vaccine thread that some people with risk relapse from vaccination and a friend who was the I ' ever seen after a flu shot . People went . I cried and then blocked .,1141845640185561092,2019-06-20 23:09:49+00:00,side-effect,,,10
"must speak up . Thank you , . You know your son . He is physically perfect . He was born with a perfect brain too . vaccination . Vaccine safety not been proven . like yours demand further investigation .",1142911606617231360,2019-06-23 21:45:35+00:00,side-effect,rushed,,10
"This . This the rancid smell of another useless and likely dangerous vaccine . Let ' s just say for argument ' s sake that I had received a vaccine and because of that , I ' t contract , that still leaves me with 2 of & ; & ; . 1 /",1148063644036608000,2019-07-08 02:57:57+00:00,ineffective,side-effect,,2
"And tell you it ' s harmless and easy to treat out the other . Don ' t take this vaccine . I ' m not an except when it sense , and in this case , it sense . End .",1148063647748513793,2019-07-08 02:57:58+00:00,side-effect,,,10
why not investigate the corruption and greed that lead to false science on vaccine safety ? Look into the possibility that these latest are coming from the . Why does big get from scrutiny ?,1150302116742750208,2019-07-14 07:12:50+00:00,pharma,,,6
"My only got one dose of vaccine on the day they were born , since then I never took them to the clinic for . They are are strong and healthy . Our body have the ability heal itself . Knowledge is Power .",1150653782130343936,2019-07-15 06:30:14+00:00,unnecessary,,,11
"does not make any vaccine safe or more effective . , like lead , (& ; like alcohol & ; other toxic & ; like asphyxia at birth ) that have higher blood flow than any site in the cerebral cortex . Damage is progressive & ; to dementia .",1159625694596534274,2019-08-09 00:41:25+00:00,side-effect,ingredients,,10
"So you ' re saying that since the measles vaccine was in the 1960s , the measles vaccine could be responsible for any condition that become more prevalent since then ? For some immune - people , it ' s not down to personal choice .",1167048021613432833,2019-08-29 12:15:05+00:00,side-effect,,,10
"To inject or not inject their should always be the choice . You ' t inject a person with peanut oil if they have peanut allergy even if it ' s a small amount , it ' s fatal to them . vaccine do not have important safety to prove they are safe",1169052159268155392,2019-09-04 00:58:49+00:00,side-effect,mandatory,ingredients,10
"news 1 prescription drug which is taken orally about 100 side effects and people of different differently . For ex , a drug with sulphur might affect you but not someone else . How do you expect an vaccine , to not effect each child differently ?",1169637442191687680,2019-09-05 15:44:31+00:00,side-effect,,,10
"My husband , 911 first responder that barely the tower fall , you . He can ’ t protect his sons from outrageous vaccine you . Really ? Serve as a beacon of freedom for the entire world ?!? You have taken away freedom from .",1171799731124744201,2019-09-11 14:56:41+00:00,mandatory,,,4
If you are looking for more information and vaccine injury please visit,1171847450056957952,2019-09-11 18:06:18+00:00,side-effect,,,10
"Additionally This year alone , the National Vaccine Injury Compensation Program ( ) out over $ 206 million in damages due to vaccine & ; . If vaccine don ’ t injure ?",1171902717905854465,2019-09-11 21:45:55+00:00,side-effect,,,10
I ’ m truly sorry . medical treatment / there R always adverse . I ’ m not sure what statistics R on adverse but 1 case is 2 many . I ’ d like to C them come up with a test prior to the vaccine to address those who R allergic / or have adverse,1173427597247533057,2019-09-16 02:45:15+00:00,side-effect,,,10
Interesting how ’ s chairman for the underprivileged to get but won ’ t have his own !,1175986107793707010,2019-09-23 04:11:51+00:00,conspiracy,,,0
Beware of & ; Bill foundation as they r misguided by industry to propagate their unnecessary Vaccine propaganda business empire & ; is facing protest in many,1176521855785521152,2019-09-24 15:40:43+00:00,pharma,,,6
Why is the crisis so high on e - and not on vaccine . Especially when vaccine mostly harm you who can ’ t make the choice .,1181214651432030210,2019-10-07 14:28:13+00:00,side-effect,,,10
There is a report of heavy metal in baby food . it with the way the brain is wired . What about the metal in ? They worry about food but not a vaccine ? Why ? Please look it up and consider what about ......?,1185221516553867275,2019-10-18 15:50:04+00:00,ingredients,,,3
"I ’ m not an anti . I ’ m a right to autonomy . Freedom to choose what ’ s best for yourself and your . In the medical field , it ’ s do no harm . Educate yourself ask . not accountable for vaccine harm . Consider that !",1185231575782494209,2019-10-18 16:30:02+00:00,pharma,side-effect,,6
"It ' s not necessarily the vaccine itself that could cause harm ... it ' s all the other crap they put in . Rising autism are obviously environmental in some sort of way , it ' s it down to exactly what are consuming that is causing it .",1186689156128395265,2019-10-22 17:01:57+00:00,ingredients,,,3
"... I ' gotten 2 flu - ; both times it worked , I got the flu ! But that said , I ' trust Herd Immunity over vaccination ... something about that Experiment memory .",1187497499709231104,2019-10-24 22:34:01+00:00,unnecessary,ineffective,,11
How did the child contract the flu if the vaccine was supposed to prevent this ? Was it the flu or the vaccine that was responsible for this tragedy ?,1190839843095375872,2019-11-03 03:55:17+00:00,ineffective,,,2
Why then for just the vaccination debate do you give and government the pass ? Why would so many people claim their were or just following the barrage of ? Why are the only done by ?,1192226340583268352,2019-11-06 23:44:44+00:00,side-effect,,,10
I know is not the one you ’ re going to take seriously BUT there have been of of suffering as a result from this very under ‘ vaccine ’ and its an example of yet again being in the medical field,1199404244782239744,2019-11-26 19:07:10+00:00,rushed,side-effect,,9
And she ’ s probably never studied a vaccine insert .,1217272355040395266,2020-01-15 02:28:39+00:00,none,,,5
"S398 ~ school to vaccinate a minor of 14 with any vaccine , is all . that ’ s her baby . After yesterday for some reason she that ’ s what want . Can you imagine someone doing something to HER 14 yr old without her consent ? I can ’ t",1217274193781370881,2020-01-15 02:35:58+00:00,mandatory,,,4
Again the arrogance . ( Amazing ) More reason for the vaccine law to be . Wow !,1217543932420206595,2020-01-15 20:27:49+00:00,none,,,5
Show the safety that have been done on vaccine and long term effect on health .,1217621654160977920,2020-01-16 01:36:39+00:00,side-effect,,,10
It never any year . Explain to me how a vaccine is made / PRIOR to the “ flu outbreak ”? Do they have ? Do they test these prior to the down population ? SCAM,1217799242640764934,2020-01-16 13:22:19+00:00,conspiracy,,,0
Like I ’ said before vaccine ethics is an oxymoron .,1218024321010077696,2020-01-17 04:16:42+00:00,none,,,5
Informed consent is our right . How can we be informed if we can ’ t even acknowledge that there are side effects ? How is it irresponsible to know that even tho you ’ re you could still be unprotected ? are far from perfect,1218177388074479616,2020-01-17 14:24:56+00:00,ineffective,side-effect,,2
"We , the people , as registered request an executive order protecting religious & ; a stop to ' s agenda to mandate liability free mass . "" Save our & ; their "". 1A",1218206152070176768,2020-01-17 16:19:14+00:00,mandatory,,,4
there is an epidemic happening in vaccine and we the people want,1218308587761623044,2020-01-17 23:06:17+00:00,side-effect,,,10
too late ! both are young now . no vaccination under my watch . science for yet . the pattern is : CREATE THE PROBLEM THEN SELL THE CURE THAT MORE ! agenda1 / 2,1218614790664458240,2020-01-18 19:23:01+00:00,conspiracy,,,0
"Cancer which was about 2 / 3 yr break . I finally watched her become normal again . I already had 2 so I knew something ' t right . My niece had to have surgery after the vaccination it Her . Finally , I knew they were harmful",1218669770054213633,2020-01-18 23:01:29+00:00,side-effect,,,10
"Musk talking about first ( root cause ) mixed w / . How do our naturally fight disease ? a virus directly into our is not how nature intended . Instead of making a vaccine , why ’ t we ... where does the disease originate ?",1218717146848661504,2020-01-19 02:09:45+00:00,unnecessary,,,11
"Not the Holocaust , it ' s the rape / vaccine - induced viral apocalypse via the from . See :",1218958578461048832,2020-01-19 18:09:06+00:00,conspiracy,,,0
"Yes , many do conclude that vaccination is the answer . However , one can read the information and come to a different conclusion than the author . Free thought is an amazing thing . We don ' t have to agree with anyone simply because they assert their opinion .",1219025801343111169,2020-01-19 22:36:14+00:00,none,,,5
There is ZERO evidence for that and of people who were provide evidence of one thing : cause .,1219297861726171145,2020-01-20 16:37:18+00:00,side-effect,,,10
So what about the list of possible side effects in the vaccine ? should just ignore those ? Have they not been found through scientific study by the of the vaccine ?,1219318894919397377,2020-01-20 18:00:53+00:00,side-effect,,,10
You know how ? by proving to us that are safe and effective . Give us those . They are nonexistent . Prove to us that we are wrong . Do just one unvaccinated study or one study showing those don ' t cause .,1219337634700517377,2020-01-20 19:15:20+00:00,side-effect,rushed,ineffective,10
"Biggest Medical Scandal In History Breaking ! UN Comes Clean , Vaccine Death / Damage",1219370945111937025,2020-01-20 21:27:42+00:00,side-effect,,,10
say NO to vaccine ! With risk there should be choice !,1219677467683840000,2020-01-21 17:45:43+00:00,mandatory,,,4
"Aside from immediately ’ s , look what to my niece ’ s face after they her . She was such a beautiful girl .",1219725279888920576,2020-01-21 20:55:42+00:00,side-effect,,,10
. And every time there ’ s a little it ’ s always the that were,1219762164908666880,2020-01-21 23:22:16+00:00,side-effect,,,10
I my child and then she was forced to get tommy surgery . Never again .,1219945485546524673,2020-01-22 11:30:43+00:00,side-effect,,,10
“ I ' m pretty sure there are many completely who haven ' t been on some type of medication .” via u / Tenebra99,1219990422149304320,2020-01-22 14:29:17+00:00,ineffective,,,2
Human Genetics Through Vaccination • ' s Health Defense,1220106867734667264,2020-01-22 22:12:00+00:00,conspiracy,side-effect,,0
Smart ! and they are BEAUTIFUL ! And to everyone who no idea what they ’ re taking about look into the looking at the and how it effects black 300 % more negatively then white 😭,1220163451127042048,2020-01-23 01:56:50+00:00,side-effect,,,10
maybe .... but hey your never you thought ya should know :),1220191028147343360,2020-01-23 03:46:25+00:00,none,,,5
it is LITERALLY the National Childhood Vaccine Injury Act of 1986 ( H . R . 5546 99th Congress ) it removed liability from the Vaccine No Vaccine on the current schedule been through a double blind INERT placebo Safety study,1220223054682279936,2020-01-23 05:53:41+00:00,pharma,,,6
Just wondering why you are not supporting with vaccine injured ? If you believe in them so much why don ’ t you lead the charge to make liable for bad ?,1220341569368346624,2020-01-23 13:44:37+00:00,pharma,,,6
Fear .. they want of people to voluntarily get .. it ’ s all part of their agenda,1220472904984428545,2020-01-23 22:26:30+00:00,conspiracy,,,0
"this is a weapon , with a virus ( corporation ) and a vaccine that is already present to ' combat ' it , but in actual fact will contain that will introduce cancer into people",1220522298060550146,2020-01-24 01:42:46+00:00,side-effect,,,10
18 & ; create & ; create vaccine & ; vaccinate anyone with a social credit score over 800 & ; unleash,1220735240559161345,2020-01-24 15:48:56+00:00,conspiracy,,,0
to ask . Where is the company going now ? Who company ? What is happening now in society with vaccination and virus scare ? I wonder ! We have assistant death now so more long out no more money in keeping people alive,1221123182490349568,2020-01-25 17:30:28+00:00,side-effect,pharma,,10
"and Race Most essentially expose your immune system to a piece of a virus . It the body to attack that piece . It ' t stop the virus from entering your body . So , the effectiveness of the vaccine on your immune system ' s response . Some are better than .",1221472881043038208,2020-01-26 16:40:03+00:00,ineffective,,,2
"and Race I agree that parental consent should be a part of any pediatric medical care , but I ' m not sure I get how that was related to my point ? I meant some people ' s immune mount better than , so not everyone who is is to the same extent .",1221481115380338690,2020-01-26 17:12:46+00:00,ineffective,,,2
"and Race Being exposed to a germ ' t mean you are ill . If a virus your body , then is quickly without more than a couple , then you never had the illness , so yes , the vaccine the illness .",1221515152274739201,2020-01-26 19:28:01+00:00,side-effect,,,10
""" further investigation is clearly "" Where is the investigation ? "" 98 million exposed to polio vaccine in the U . S from 1955 through 1961 "" .",1222159526457217025,2020-01-28 14:08:32+00:00,ingredients,,,3
So the flu vaccine is supposed to LESSEN the of the flu ? I don ’ t think that ’ s how work . .,1222178423294042113,2020-01-28 15:23:37+00:00,unnecessary,,,11
"You mean , the & ; that in the event 201 on , 18 2019 ? You have got to be me .... people are dying so some damn company can make a vaccine ? It was .",1222237063086559233,2020-01-28 19:16:38+00:00,pharma,conspiracy,,6
I hope that they don ' t put any baby powder in the vaccine .,1222242393942044675,2020-01-28 19:37:49+00:00,ingredients,,,3
One thing is for sure Not going to take any Not even a vaccine if one is available,1222251729296789505,2020-01-28 20:14:55+00:00,none,,,5
"I actually GOT my flu shot this past Fall - and have been in bed with the Flu for the past week ! Apparently , this vaccine ’ t work ! 😷",1222615996856438785,2020-01-29 20:22:23+00:00,ineffective,,,2
That ’ s what it ’ s about in the first place sell a vaccine,1222821342547992576,2020-01-30 09:58:21+00:00,conspiracy,,,0
"SHOCKER : New “ ” from monkey , infected and human – just , those are common vaccine of millions of put 100 ( article )",1222861183247683585,2020-01-30 12:36:40+00:00,ingredients,,,3
You know what would fix this ? If a child by a preventable vaccination of that disease hold the accountable for child neglect and then murder .,1222908478253150208,2020-01-30 15:44:36+00:00,side-effect,,,10
No they are not . The vaccine ’ t suitable for under 6 do not suitable for unborn .... it ’ s not been tested on unborn or pregnant either . Stuff like this is dangerous .,1222961288906772481,2020-01-30 19:14:27+00:00,rushed,ineffective,,9
"CHUM we89 Actually we ( the pro - Vaccine on this thread ) are all very much aware that autism ’ t a vaccine injury , not at all . So we know don ’ t cause You are suggesting what exactly are vaccine ?",1223220756978577409,2020-01-31 12:25:29+00:00,side-effect,,,10
"the the government ' s are going to roll out for the , be very mindful of the 1918 - 1919 Influenza pandemic whereby 50 million people , not from the virus but from the national vaccine program goal of every person , ..",1223243224396877825,2020-01-31 13:54:46+00:00,mandatory,,,4
"Section 13 This vaccine not been for its carcinogenic potential , mutagenic potential , or potential for impairment of fertility . Whoever their life will lose it , and whoever their life for my sake will find it . 10 - 39",1223301868354404357,2020-01-31 17:47:47+00:00,rushed,side-effect,,9
A healthy unvaccinated child is only a danger to ’ s votenoHB5044,1226283822972645378,2020-02-08 23:17:01+00:00,pharma,,,6
"to start an epidemic . Swine flu , , , now Corona , all with sick back - from , or & ; = Bill = , that infect , not protect . are perfect to blame . Enter country , get vaccine for cash , epidemic can spread .",1227182077977747456,2020-02-11 10:46:21+00:00,side-effect,,,10
"do you know what are designed to do ? do you think a primary or secondary immune response is more effective during infection ? is indeed liable for fraud , negligence , . They are not liable for similar to to , They do fund the",1227661478422908928,2020-02-12 18:31:19+00:00,pharma,ineffective,,6
"I ' t take Bill word on anything . This is the same man that just 47 , 500 with in his polio eradication drive in . From Discover on",1228836762421735424,2020-02-16 00:21:29+00:00,pharma,side-effect,,6
will not make any “ ” from th next . will remain and just a public school education . Segregation,1230189024981241857,2020-02-19 17:54:54+00:00,mandatory,,,4
This is utterly snake oil at this point . The spike region is where the gene is significantly different from other & ; apparently is subject to frequent mutation that would render the vaccine ineffective . Add that a 2nd infection with COVID - 19 is much WORSE than the 1st .,1230736235192209410,2020-02-21 06:09:19+00:00,ineffective,,,2
"And herd immunity is a ridiculous argument . In Canada , the over 40 year old population ’ t against 14 of that we give to . Yet they boast herd immunity 95 % of the population . For those 14 , we are lucky if it ’ s even close to 50 %.",1230853174371766278,2020-02-21 13:53:59+00:00,unnecessary,,,11
"HR0762 in urging Congress to pass to President to sign , legislation removing immunity from vaccine making them liable again for design defect and by ! 1986NCVIA",1231041472268505088,2020-02-22 02:22:13+00:00,pharma,,,6
Mommy Coming down with measles in spite of being ( which since 3 % of don ' t develop lasting immunity ) is NOT AT ALL THE SAME as coming down with vaccine - strain measles ( which ' t happen ).,1231058859957067776,2020-02-22 03:31:18+00:00,ineffective,side-effect,,2
"supporter here . No way would I take any vaccine . They always put toxic in them , and it ’ s just a guess if it ’ s the right combination to deal with that one specific disease . Just build your immune system and live a healthy life . F Big",1231085710515437568,2020-02-22 05:18:00+00:00,pharma,ingredients,,6
the direction those are trying to take will ultimately discredit them . At the present time they benefit from the 1986 vaccine law which them and media blackout of the truth about vaccine injury . We will get justice for our . God Bless !,1231200235952758786,2020-02-22 12:53:05+00:00,side-effect,,,10
"I ’ m not an anti - but don ’ t follow the pet vaccine . Most (* honest ) will tell you it ’ s a money grab . For instance , my indoor , cat ’ t need a rabies vaccine every two . It ’ s complete nonsense .",1231314979669921795,2020-02-22 20:29:02+00:00,unnecessary,,,11
"I ' t get the vaccine , and I ' m old . They might get me , the soulless .",1231456152875040768,2020-02-23 05:50:00+00:00,none,,,5
show that ’ s 6 - in - 1 “ Hexa ” vaccine 36,1231667933413167104,2020-02-23 19:51:33+00:00,side-effect,,,10
"The same vaccine as for cancer , and still no vaccine for cancer",1231887451901366273,2020-02-24 10:23:50+00:00,none,,,5
"You medical are AFTER the event ? That in CA permanent paralysis ' t as exemption - worthy "" adverse reaction ""? Do you get that if , of 3 , 1st 12 post - & ; 2nd had ( lifelong ) within 24 , 3RD STILL ' T QUALIFY ?",1232071709198602240,2020-02-24 22:36:00+00:00,side-effect,,,10
cause . Period . cause autism . Period . maim . Period . kill . Period . Only debate is how many . not knowing EXACTLY how many by is criminal .,1232282550661472257,2020-02-25 12:33:49+00:00,side-effect,,,10
"And since we ’ re , here ’ s one : exactly how much 💰 have you our government to push through these ??? Stay away from my , you ’ never get to them or me !",1232298490274951169,2020-02-25 13:37:09+00:00,mandatory,,,4
Wonder how many they had to do to get the - 5 & ; WI - 38 cell ... Then also include the 9 that to get the - 2 cell line in 2015,1232369901542821889,2020-02-25 18:20:55+00:00,side-effect,,,10
"But in 1976 when they tried the mass vaccination for the Swine Flu , people dying of syndrome so they stopped it . I got the vaccine at the field house at State University . They us in and had that blasted it into our arms with air",1232419669832802304,2020-02-25 21:38:41+00:00,side-effect,,,10
Ice If I told you would you believe me anyways ? I just listed multiple vaccine that are not only listed on the site but HAVE to .,1232420328695042050,2020-02-25 21:41:18+00:00,side-effect,,,10
t You are so right . We should NEVER be told what to put in our . It is our right to say no,1232425776743620608,2020-02-25 22:02:57+00:00,mandatory,,,4
"Well , if we consider that I am vaccine injured ( ) and I lost my medical exemption , i would say HELL NO ! I will fight that with every piece of my soul .",1232434162688126976,2020-02-25 22:36:16+00:00,side-effect,,,10
This is one of the many of my research . In this site information in relation to common side and unique adverse . important stuff for a parent to know when getting your . Information we did not receive when getting our .,1232470180921409536,2020-02-26 00:59:23+00:00,side-effect,,,10
a Pharmaceutical made product ? This is a joke right ... since they have zero liability . Public health needs to be with all of the new science . Money should be in true wellness care not drug .,1232474465142882305,2020-02-26 01:16:25+00:00,mandatory,pharma,,4
"of : "" Vaccine safety are supposed to be third - party and independent , but the money won ’ t keep coming unless they say what you want them to say . The know this is how work . Only the public ’ t know it ."" = bought .",1232669904257585153,2020-02-26 14:13:01+00:00,pharma,,,6
virus is not spread in school . Making school attendance conditional on getting vaccine is unwarranted & ; intrusive . No HB4870,1232795458734624768,2020-02-26 22:31:56+00:00,mandatory,,,4
Stand with the . Stand on the truth . Do not silence the that in the system that them . 1986NCVIA,1232809578762510336,2020-02-26 23:28:02+00:00,pharma,,,6
A vaccine will be ready fairly soon ? He ’ t know what he ’ s talking about .,1232814093146480640,2020-02-26 23:45:59+00:00,rushed,,,9
"Don ’ t even get me on the fiction of a vaccine in 8 and an anti - viral I ’ m maybe 6 . I worked clinical , going from a 15 person trial to a 300 + Phase 3 trial with data analysis . / 1",1232830499493761024,2020-02-27 00:51:10+00:00,rushed,,,9
you cant cure the common cold it every season you could against 19 but it is already showing some that take 24 days to show so that could be a b strain already by 18 time when a vaccine is available it will have already,1232973109118066688,2020-02-27 10:17:51+00:00,unnecessary,,,11
